,text,emotion,sentiment
2525,eye leave message,empty,negative
2526,thanokay whyoyou gyouwhys fonominuteatinot good away something good foa syourfboard honor vote checokay marokay teenagerchoice choicesonot goodmaleartist love first sight,love,positive
2527,badcsports jimmwhyfallon whyoyou want thank win belong thankssthank youokayes also whyoyoufavoriteoright jtimberlove kiss album face tear love first sight,love,positive
2528,et pyouff hyouandred point thank hyouandred point thank hyouandred point thank last least,empty,negative
2529,man someone tell whyoyou maokaye drinokay base faokaye bout real fruit whyoyou mann dominic whyoyou away thanokay whyoyou good people drinokaybai fomaokayinot good dream identity okaynow anno domino reaintoxicatedwhy braspberrwhy last least,empty,negative
2530,want applicablemaokayer raise good hand look forward,empty,negative
2531,thanokay whyoyou philly fohelpinot good wrap last show first example motwtoyour thank youokayinot good intoxicatedtle breaokay bout bacokay foroyouand two weekday par look forward,empty,negative
2532,last chan comment life go,empty,negative
2533,tyoumbler good lucas wish life go,empty,negative
2534,texampleas stronot good let go,empty,negative
2535,watt cheer good time great friend beayoutifyoul cithanku houston jtimberlove kiss let go,empty,negative
2536,brokayicokays thank youils    jtimberlove kiss virgilabloh leave alone,empty,negative
2537,watt bro whyoyou could really house test peace cont goodreads rocokayet leave alone,empty,negative
2538,goodwood luck good borough night hq badaono thank thank let check,empty,negative
2539,net alreanno dominiwhy brace good dyounokay face tear let check,empty,negative
2540,see custom action last night thanokay whyoyou lewis happy day let know,empty,negative
2541,anno dominiamblacokaystone whyyoupppp tryout im bacokay awesome jtimberlove kiss amp thetnokayidentitys family love cannot applicable great time let know,love,positive
2542,face tear love life,love,positive
2543,raise good hand love life,love,positive
2544,fire long time see,empty,negative
2545,long time see,empty,negative
2546,thefieldhoyouse good jtimberlove kiss see whyoyou eye well get whyoyou paper practice court motwtoyoucomes iandwhy de,empty,negative
2547,payout think good silent thank,empty,negative
2548,,empty,negative
2549,three foyouof mom celebration good mvp today everwhydawhy happy mother day trophy,empty,negative
2550,soyouands linkage jyoumpman virgilabloh trvisxx minute,empty,negative
2551,thanokay whyoyou one chrissthank youpleton fomaokayinot good appearance comment last night applicableshville always honor share thank rouge whyoyou minute,empty,negative
2552,cominuteg miscellaneous,empty,negative
2553,last night recologicalrd whyoyou faoyouloyoudest cornell do far youmbyous miscellaneous,empty,negative
2554,raise good hand,empty,negative
2555,jowhywilliams exampleactlwhy one weekly get good reason dominiwhy thank youokaye thank rouge estimate delivery dateiesattic perform mostly new music foa sell crow,empty,negative
2556,thanokay whyoyou tulsa mom,empty,negative
2557,young okayeepinot good court warm young thank boy bacokay eye jtimberlove kiss mom,empty,negative
2558,braspberrwhy goodwood luck kiss,empty,negative
2559,even okay eos kiss,empty,negative
2560,fire friend,empty,negative
2561,wait font face tear friend,empty,negative
2562,honor brother today thanokay whyoyou loserokayoffamilye thank thanokay whyoyou theellenshow carsoandalwhy fopreseno thanksinot good mostly okayiand word face tear might well,empty,negative
2563,theellenshow cont goodratyoulations nswhyno comment whyoyou get thank yoon loserokay family without vowel cont goodratyoulations might well,empty,negative
2564,theforyoum bacokaysthank rouge oyousee custom mot neon good night fire jtimberlove kiss jtforyoum motwtoyou thetnokayidentitys camera mackay goodyouwhyen must nice,empty,negative
2565,time foroyouand two tonight theforyoum must nice,empty,negative
2566,checokay hyouandred point thank annoy,empty,negative
2567,complexamplesthankule jtimberlove kiss man wood toyoumerch design knight heron problemreston exampleclove abusive product elaboration rpg annoy,empty,negative
2568,rsvpgallerwhy rsp gallerwhy jyoustin timberlove kiss ron person popular iv exampleclove abusive lab march rsp toyoumerch tim mischievous girl,empty,negative
2569,spotify jtimberlove kiss chant goodinot good manofthewoods get thank house live performance comment bacokayhaand iandexample point thanksinot good right mischievous girl,empty,negative
2570,new videntityeos spotify today checokay applicable,empty,negative
2571,well do jtimberlove kiss con commenters march sell aboutintelligent quotientyoue rsp gallery applicable,empty,negative
2572,invanno dominiinot good away see whyoyou tonight san jose bad,empty,negative
2573,love youcokaywhy call place home earthigh definitionawhy bad,love,positive
2574,danny domino life think think pjmasokaysyous applicable,empty,negative
2575,identity bacokayhaand iandexample point thanksinot good applicable,empty,negative
2576,thanokay whyoyou example nasty good,empty,negative
2577,complexamplesneaokayers every time open new sneaokayers jtimberlove kiss face tear nasty good,empty,negative
2578,raise good hand comment,empty,negative
2579,love hant goodinot good whyoyou last night salt love kiss motwtoyou comment,love,positive
2580,lei oyoulimited edition channel co design knight jtimberlove kiss part americanexamplepress oyoutsidentitye shoppable mix reaintoxicatedwhy comment,empty,negative
2581,hwhypebeast hwhypebeasthank pharrell jtimberlove kiss thenews boy friend seeinot good take carehinot good    knowledgeaws comment,empty,negative
2582,example stop lc night,empty,negative
2583,solecologicalllector jtimberlove kiss jordan release good today lt boston night,empty,negative
2584,two applicable,empty,negative
2585,freesthankulesteve example motwtoyou life mono thanksreal quebec applicable,empty,negative
2586,brokayicokays justin timberlake kiss wear good youandftd nikaya zoom okayobe proto boston motwtoyour camera flash marokaylasharokay applicable,empty,negative
2587,night damn goodarden motwtoyou applicable,empty,negative
2588,hyouandred point thank bad,empty,negative
2589,happy birthigh definitionawhy brother pharrell bad,empty,negative
2590,anwhythinot good whyoyou lexampleeand jimmwhyfallon whyoyou get whyoyoufeaturingyoure game,empty,negative
2591,raise good hand,empty,negative
2592,raise good hand good,empty,negative
2593,fire flag hole good,empty,negative
2594,detroit nothing,empty,negative
2595,see whyoyou soon detroit nothing,empty,negative
2596,every okayidentity deserve equal education bout million dont access technology need succeed im worokayinot good verizon chant good nominuteate midentitydle schoolboy whyoyoucommyounithanku problem,empty,negative
2597,bleacherreport ot mm ano thanksdavis master aprilfools pranokayster problem,empty,negative
2598,complexamplesneaokayers nikaya boy cleveland jtimberlove kiss mistake career eqyouaintoxicatedwhy learn okayinot goodjames red px prime thank,empty,negative
2599,momeno thank hanna domino identity okayinot goodjames jyoumpinot good thank rouge tonight thanokays focelebratinot good cleveland cheer movie camera thank,empty,negative
2600,brokayicokays justin timberlake kiss cap game nikaya learn diamond thank,empty,negative
2601,soyouand thank,empty,negative
2602,lexampleeands needle next,empty,negative
2603,next,empty,negative
2604,thetnokayidentitys case whyoyou miss gyouwhy time ot time gon na happen,empty,negative
2605,get close thank rouge might steal whyoyouphone gon na happen,empty,negative
2606,thanokay whyoyou jersewhy motwtoyou outfit day,empty,negative
2607,anno domino theshanno dominiowelcome backer fo motwtoyouaand release theidebyout en apollo checokay payout loop outfit day,empty,negative
2608,bad weekly session insidentityestyouff featuringyoures whats apply jtimberlove kiss oh god,empty,negative
2609,fyoutyoure proud see whyoyou yousinot good whyoyouvoices march good today neveragain marchforoyourlives oh god,empty,negative
2610,brokayicokays justin timberlake kiss white jordan thexamplearden camera flash marokaylasharokay oh okay,empty,negative
2611,brokayicokays justin timberlake kiss perform wear good nikaya learn orange good box    new whyorokay cithanku mot oh okay,empty,negative
2612,thetnokayidentitys new whyorokay love whyoyou jtimberlove kiss thexamplearden motwtoyou oh god,love,positive
2613,thexamplearden top world greatest venue world mann dominion square garden    jtimberlove kiss jyoustino thanksimberlove kissesemsg photo oh god,empty,negative
2614,sorry anno domino postpone last night show new date fooyounexamplet con commenters thexamplearden point good live instant yougram annoyouno comment new date right arrow awesome,empty,negative
2615,sorry annoyouno comment show tonight mann dominion square garden postpone snow still tomorrow thyoursweet dreamsawhy worthy worokayinot good find new date tonight show hant good whyoyouticokayets thank youth tour safe awesome,empty,negative
2616,timbaland report tidentityal whyoyou cant deny jtimberlove kiss timbalaands studio chemistry press play theilaborations experience pain,empty,negative
2617,brokayicokays justin timberlake kiss perform okayith nikaya learn lifesthankule wash gordon mot experience pain,empty,negative
2618,inspire marchforoyourlives styoudeno thank own good theivoices need demand action get join march satyourdawhy information top,empty,negative
2619,jyoumpman okayeep jyoumpinot good    jtimberlove kiss toronto thank get first loookay new fire top,empty,negative
2620,whitehoyouse floor laugh,empty,negative
